place_id,place_name,city,state,old_image_url,new_image_url,pexels_photo_id,pexels_url,photographer,photographer_url,query_used,match_type,match_score,action,status
"place-simhachalan-temple-visakhapatnam","Simhachalan Temple","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-submarine-museum-visakhapatnam","Submarine Museum","Visakhapatnam","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Submarine_Museum.JPG/1200px-Submarine_Museum.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Submarine_Museum.JPG/1200px-Submarine_Museum.JPG","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-tu-142-aircraft-museum-visakhapatnam","TU 142 Aircraft Museum","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-tenneti-park-visakhapatnam","Tenneti Park","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-vuda-park-taraka-rama-visakhapatnam","VUDA Park (Taraka Rama)","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-victory-at-sea-war-memorial-visakhapatnam","Victory at Sea War Memorial","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-war-memorial-visakhapatnam","War memorial","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-yarada-beach-visakhapatnam","Yarada Beach","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-simhachalam-temple-vizianagaram","Simhachalam Temple","Vizianagaram","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/1/18/Simhachalam_temple_from_a_hilltop.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Simhachalam_temple_from_a_hilltop.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-bhadrakali-temple-warangal","Bhadrakali Temple","Warangal","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-thousand-pillar-temple-warangal","Thousand Pillar Temple","Warangal","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-warangal-fort-warangal","Warangal Fort","Warangal","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-ganga-lake-geker-sinying-itanagar","Ganga Lake (Geker Sinying)","Itanagar","Arunachal Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-itanagar-wildlife-sanctuary-itanagar","Itanagar Wildlife Sanctuary","Itanagar","Arunachal Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-jawaharlal-nehru-museum-itanagar","Jawaharlal Nehru Museum","Itanagar","Arunachal Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-tawang-monastery-tawang","Tawang Monastery","Tawang","Arunachal Pradesh","https://upload.wikimedia.org/wikipedia/commons/2/2a/Tawang_Monastery_%28Tibetan_Buddhist%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2a/Tawang_Monastery_%28Tibetan_Buddhist%29.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-assam-state-museum-guwahati","Assam State Museum","Guwahati","Assam","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-kamakhya-temple-guwahati","Kamakhya Temple","Guwahati","Assam","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kamakhya_Temple%2C_Guwahati.jpg/1200px-Kamakhya_Temple%2C_Guwahati.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kamakhya_Temple%2C_Guwahati.jpg/1200px-Kamakhya_Temple%2C_Guwahati.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-pobitora-wildlife-sanctuary-guwahati","Pobitora Wildlife Sanctuary","Guwahati","Assam","https://upload.wikimedia.org/wikipedia/commons/8/82/Indian_Rhino_in_Pobitora.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Indian_Rhino_in_Pobitora.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-umananda-island-guwahati","Umananda Island","Guwahati","Assam","https://upload.wikimedia.org/wikipedia/commons/4/4b/Umananda_Island%2C_Guwahati_%284%29.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Umananda_Island%2C_Guwahati_%284%29.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-umananda-temple-guwahati","Umananda Temple","Guwahati","Assam","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-hayagriva-madhava-temple-hajo","Hayagriva Madhava Temple","Hajo","Assam","https://upload.wikimedia.org/wikipedia/commons/c/c7/Hagriva_Madhava_Temple_side_view2.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c7/Hagriva_Madhava_Temple_side_view2.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-majuli-island-majuli","Majuli Island","Majuli","Assam","https://upload.wikimedia.org/wikipedia/commons/c/cb/Doriya_River_of_Majuli.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cb/Doriya_River_of_Majuli.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-manas-national-park-manas","Manas National Park","Manas","Assam","https://upload.wikimedia.org/wikipedia/commons/d/d8/Manas_National_Park.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d8/Manas_National_Park.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-sivasagar-sivadol-sivasagar","Sivasagar Sivadol","Sivasagar","Assam","https://upload.wikimedia.org/wikipedia/commons/7/79/Siva_Dol.JPG","https://upload.wikimedia.org/wikipedia/commons/7/79/Siva_Dol.JPG","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-ajapala-nigrodha-tree-bodh-gaya","Ajapala Nigrodha Tree","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-animesh-lochana-chaitanya-shrine-bodh-gaya","Animesh Lochana Chaitanya Shrine","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-archaeological-society-of-india-museum-bodh-gaya","Archaeological Society of India Museum","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-bodhgaya-multimedia-museum-bodh-gaya","Bodhgaya Multimedia Museum","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-bodhi-tree-bodh-gaya","Bodhi Tree","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-burmese-vihara-monastery-bodh-gaya","Burmese Vihara Monastery","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1567337710282-00832b415979?w=800","https://images.unsplash.com/photo-1567337710282-00832b415979?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-cankamana-bodh-gaya","Cankamana","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-chinese-temple-bodh-gaya","Chinese Temple","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-daijokyo-buddhist-temple-bodh-gaya","Daijokyo Buddhist Temple","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-dungeshwari-hills-bodh-gaya","Dungeshwari Hills","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-great-buddha-statue-bodh-gaya","Great Buddha Statue","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1567337710282-00832b415979?w=800","https://images.unsplash.com/photo-1567337710282-00832b415979?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-indosan-nippon-japanese-temple-bodh-gaya","Indosan Nippon Japanese Temple","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-jama-masjid-bodh-gaya","Jama Masjid","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-kundan-bazaar-bodh-gaya","Kundan Bazaar","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-mahabodhi-temple-bodh-gaya","Mahabodhi Temple","Bodh Gaya","Bihar","https://whc.unesco.org/uploads/thumbs/site_1056_0001-750-750-20120601152647.jpg","https://whc.unesco.org/uploads/thumbs/site_1056_0001-750-750-20120601152647.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-mahabodhi-temple-complex-book-store-bodh-gaya","Mahabodhi Temple Complex Book store","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Mahabodhi Temple Complex Book store, Bodh Gaya, Bihar, India","weak",42,"KEPT_EXISTING","kept_existing"
"place-muchalinda-lake-bodh-gaya","Muchalinda Lake","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-root-institute-for-wisdom-culture-bodh-gaya","Root Institute for Wisdom Culture","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1567337710282-00832b415979?w=800","https://images.unsplash.com/photo-1567337710282-00832b415979?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-royal-bhutan-monastery-bodh-gaya","Royal Bhutan Monastery","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-sujata-kuti-bodh-gaya","Sujata Kuti","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-sujatha-temple-bodh-gaya","Sujatha Temple","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-thai-monastery-bodh-gaya","Thai Monastery","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-tibetan-refugee-market-bodh-gaya","Tibetan Refugee Market","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-vishnupad-temple-bodh-gaya","Vishnupad Temple","Bodh Gaya","Bihar","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-budhha-smriti-park-patna","Budhha Smriti Park","Patna","Bihar","https://upload.wikimedia.org/wikipedia/commons/1/1a/Buddha_Smriti_Park.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Buddha_Smriti_Park.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-golghar-patna","Golghar","Patna","Bihar","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-mahavir-mandir-patna","Mahavir Mandir","Patna","Bihar","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-patna-museum-patna","Patna Museum","Patna","Bihar","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-sanjay-gandhi-biological-park-patna","Sanjay Gandhi Biological Park","Patna","Bihar","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Sanjay_Gandhi_Jaivik_Udyan.jpg/1200px-Sanjay_Gandhi_Jaivik_Udyan.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Sanjay_Gandhi_Jaivik_Udyan.jpg/1200px-Sanjay_Gandhi_Jaivik_Udyan.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-takhat-shri-harimandir-ji-patna-sahib-patna","Takhat Shri Harimandir Ji Patna Sahib","Patna","Bihar","https://tourism.bihar.gov.in/content/dam/bihar-tourism/images/category_a/patna/takht_sri_harmandir_sahib/20.%20Takhat-Sri-Harimandir-Ji.jpg/jcr:content/renditions/cq5dam.web.480.480.jpeg","https://tourism.bihar.gov.in/content/dam/bihar-tourism/images/category_a/patna/takht_sri_harmandir_sahib/20.%20Takhat-Sri-Harimandir-Ji.jpg/jcr:content/renditions/cq5dam.web.480.480.jpeg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-chitrakote-falls-bastar","Chitrakote Falls","Bastar","Chhattisgarh","https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG","https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-diu-fort-diu","Diu Fort","Diu","Dadra and Nagar Haveli and Daman and Diu","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/53/f4/8e/beutiful-place.jpg?w=900&h=500&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/53/f4/8e/beutiful-place.jpg?w=900&h=500&s=1","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-naida-caves-diu","Naida Caves","Diu","Dadra and Nagar Haveli and Daman and Diu","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a3/00/53/img-20161116-140018-largejpg.jpg?w=1200&h=-1&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a3/00/53/img-20161116-140018-largejpg.jpg?w=1200&h=-1&s=1","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-a-different-world-in-paharganj-delhi","A Different World in Paharganj","Delhi","Delhi","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-admire-the-architecture-of-purana-qila-delhi","Admire the architecture of Purana Qila","Delhi","Delhi","https://images.unsplash.com/photo-1548013146-72479768bada?w=800","https://images.unsplash.com/photo-1548013146-72479768bada?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-adventure-island-delhi","Adventure Island","Delhi","Delhi","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-agrasen-ki-baoli-delhi","Agrasen ki Baoli","Delhi","Delhi","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg/800px-Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg/800px-Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-akshardham-temple-delhi","Akshardham Temple","Delhi","Delhi","https://i0.wp.com/singhruby.com/wp-content/uploads/2016/01/akshardham_facts_and_figure_banner.jpg","https://i0.wp.com/singhruby.com/wp-content/uploads/2016/01/akshardham_facts_and_figure_banner.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-bharat-darshan-park-delhi","Bharat Darshan Park","Delhi","Delhi","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-birla-mandir-delhi-delhi","Birla Mandir Delhi","Delhi","Delhi","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-chandni-chowk-delhi","Chandni Chowk","Delhi","Delhi","https://media.cnn.com/api/v1/images/stellar/prod/gurudwara-sis-ganj-and-the-golden-mosque-next-to-it.jpg?c=16x9&q=h_833","https://media.cnn.com/api/v1/images/stellar/prod/gurudwara-sis-ganj-and-the-golden-mosque-next-to-it.jpg?c=16x9&q=h_833","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-clubbing-in-hauz-khas-village-delhi","Clubbing in Hauz Khas Village","Delhi","Delhi","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-crafts-museum-delhi","Crafts Museum","Delhi","Delhi","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-enjoy-the-colours-of-lajpat-nagar-delhi","Enjoy the Colours of Lajpat Nagar","Delhi","Delhi","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-garden-of-five-senses-delhi","Garden of Five Senses","Delhi","Delhi","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/32/8b/e9/nipunsagarofficial-5.jpg?w=1200&h=-1&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/32/8b/e9/nipunsagarofficial-5.jpg?w=1200&h=-1&s=1","","","","","Garden of Five Senses, Delhi, Delhi, India","weak",46.666666666666664,"KEPT_EXISTING","kept_existing"
"place-gurudwara-bangla-sahib-new-delhi-175","Gurudwara Bangla Sahib","Delhi","Delhi","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Front_view_of_Gurudwara_Bangla_Sahib%2C_Delhi.jpg/800px-Front_view_of_Gurudwara_Bangla_Sahib%2C_Delhi.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Front_view_of_Gurudwara_Bangla_Sahib%2C_Delhi.jpg/800px-Front_view_of_Gurudwara_Bangla_Sahib%2C_Delhi.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-humayun-s-tomb-delhi","Humayun's Tomb","Delhi","Delhi","https://whc.unesco.org/uploads/thumbs/site_0232_0005-750-750-20210425155601.jpg","https://whc.unesco.org/uploads/thumbs/site_0232_0005-750-750-20210425155601.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-iskcon-hare-krishna-temple-delhi","ISKCON (Hare Krishna) Temple","Delhi","Delhi","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-india-gate-delhi","India Gate","Delhi","Delhi","https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/India_Gate_on_the_evening_of_77th_Independence_day.jpg/640px-India_Gate_on_the_evening_of_77th_Independence_day.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/India_Gate_on_the_evening_of_77th_Independence_day.jpg/640px-India_Gate_on_the_evening_of_77th_Independence_day.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-iron-pillar-delhi","Iron Pillar","Delhi","Delhi","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-jama-masjid-delhi","Jama Masjid","Delhi","Delhi","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-jantar-mantar-delhi","Jantar Mantar","Delhi","Delhi","https://upload.wikimedia.org/wikipedia/commons/b/b8/Jantar_Mantar%2C_New_Delhi_%28Misra_Yantra%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Jantar_Mantar%2C_New_Delhi_%28Misra_Yantra%29.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-kingdom-of-dreams-delhi","Kingdom of Dreams","Delhi","Delhi","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-kuchesar-delhi","Kuchesar","Delhi","Delhi","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-lodhi-garden-delhi","Lodhi Garden","Delhi","Delhi","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/14/cf/80/lodi-gardens.jpg?w=1200&h=1200&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/14/cf/80/lodi-gardens.jpg?w=1200&h=1200&s=1","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-lotus-temple-delhi","Lotus Temple","Delhi","Delhi","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/LotusDelhi.jpg/800px-LotusDelhi.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/LotusDelhi.jpg/800px-LotusDelhi.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-mehrauli-archaeological-park-delhi","Mehrauli Archaeological Park","Delhi","Delhi","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-morning-walk-near-india-gate-delhi","Morning walk near India Gate","Delhi","Delhi","https://images.unsplash.com/photo-1548013146-72479768bada?w=800","https://images.unsplash.com/photo-1548013146-72479768bada?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-mughal-gardens-delhi","Mughal Gardens","Delhi","Delhi","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-museum-of-illusions-delhi","Museum of Illusions","Delhi","Delhi","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-national-gallery-of-modern-art-delhi","National Gallery of Modern Art","Delhi","Delhi","https://upload.wikimedia.org/wikipedia/commons/3/31/Jaipur_House_Delhi.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Jaipur_House_Delhi.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-national-science-centre-delhi","National Science Centre","Delhi","Delhi","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a7/60/38/nice-experience.jpg?w=1200&h=1200&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a7/60/38/nice-experience.jpg?w=1200&h=1200&s=1","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-nehru-memorial-museum-and-library-delhi","Nehru Memorial Museum and Library","Delhi","Delhi","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
