place_id,state_id,city_id,state_name,city_name,place_name,alternate_names,place_type,description,short_description,latitude,longitude,address,google_maps_url,rating,review_count,best_time_to_visit,estimated_visit_duration_hours,opening_time,closing_time,entry_fee,currency,price_level,budget_level,category,subcategory,secondary_categories,accessibility,difficulty_level,family_friendly,couple_friendly,kids_friendly,elderly_friendly,photography_allowed,parking_available,nearest_landmark,nearest_airport,nearest_railway_station,distance_from_city_center_km,is_popular,is_hidden,is_offbeat,is_featured,recommended_for,tags,source_id
PL-0055,ST-33,CT-0007,Tamil Nadu,Kanyakumari,Kanyakumari Beach View,,Beach,,,8.083268,77.556519,"Kanniyakumari, Tamil Nadu 629702",https://www.google.com/maps/place/?q=place_id:ChIJX0bt4y3tBDsRygiHUI-vBx0,4.6,3999,,,,,,INR,,,Beach,Beach,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Couples,Family,Photography",,SRC-0055
PL-0056,ST-33,CT-0007,Tamil Nadu,Kanyakumari,Triveni Sangamam,,Viewpoint,Meeting point of three seas,Meeting point of three seas,8.078075,77.550817,"Kanniyakumari, Tamil Nadu 629702",https://www.google.com/maps/place/?q=place_id:ChIJ_fkBAybtBDsRGtvRVnaaIaM,4.6,11363,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",park,SRC-0056
PL-0057,ST-33,CT-0007,Tamil Nadu,Kanyakumari,View Tower,,Viewpoint,,,8.078129,77.546188,"Beach Rd, Kanniyakumari, Tamil Nadu 629702",https://www.google.com/maps/place/?q=place_id:ChIJm-s_mCbtBDsRRMNm2mwL2zM,4.4,6172,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",,SRC-0057
PL-0058,ST-33,CT-0007,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,,Monument,Built 1970 on the rock where Swami Vivekananda is said to have meditated in 1892,Built 1970 on the rock where Swami Vivekananda is said to have meditated in 1892,8.078137,77.555213,"Kanniyakumari, Tamil Nadu",https://www.google.com/maps/place/?q=place_id:ChIJwSRdSSntBDsRwKOziITrmXk,4.6,52838,,,,,,INR,,,History,Monument,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"History Lovers,Photography","historical_landmark,historical_place",SRC-0058
PL-0059,ST-33,CT-0007,Tamil Nadu,Kanyakumari,Kanyakumari Glass Bridge,,Bridge,"India's first glass-floor sea bridge, opened late 2024, connects Vivekananda Rock and Thiruvalluvar Statue","India's first glass-floor sea bridge, opened late 2024, connects Vivekananda Rock and Thiruvalluvar Statue",8.078058,77.554719,"Kanniyakumari, Tamil Nadu",https://www.google.com/maps/place/?q=place_id:ChIJuRa4NADtBDsR1wxU72T5mEs,4.4,872,,,,,,INR,,,Architecture,Bridge,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Photography,History Lovers",,SRC-0059
PL-0060,ST-33,CT-0007,Tamil Nadu,Kanyakumari,Kanyakumari Lighthouse,,Lighthouse,,,8.08148,77.546928,"Kanniyakumari, Tamil Nadu 629702",https://www.google.com/maps/place/?q=place_id:ChIJq6o6-CTtBDsRaq8-UuRyrfs,4.6,1003,,,,,,INR,,,Nature,Lighthouse,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",,SRC-0060
PL-0061,ST-33,CT-0008,Tamil Nadu,Thanjavur,Brihadeeswara Temple,,Temple,"UNESCO World Heritage Chola-era temple, over 1000 years old","UNESCO World Heritage Chola-era temple, over 1000 years old",10.782695,79.131459,"Balaganapathy Nagar, Thanjavur, Tamil Nadu 613001",https://www.google.com/maps/place/?q=place_id:ChIJIRL-SJ-4qjsR1oRd5UDLIx0,4.8,54505,,,,,,INR,,,Heritage,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"History Lovers,Photography","hindu_temple,place_of_worship",SRC-0061
PL-0062,ST-33,CT-0008,Tamil Nadu,Thanjavur,Thanjavur Maratha Palace,,Palace,,,10.791389,79.136123,"Rajakrisnapuram, Thanjavur, Tamil Nadu 613009",https://www.google.com/maps/place/?q=place_id:ChIJ49ySCWHHqjsRMvjQVTH2x1g,4.1,7915,,,,,,INR,,,Heritage,Palace,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography","historical_landmark,historical_place",SRC-0062
PL-0063,ST-33,CT-0008,Tamil Nadu,Thanjavur,Rajali Birds Park,,Bird Sanctuary,,,10.782223,79.134783,"near Big Temple, Thanjavur, Tamil Nadu 613001",https://www.google.com/maps/place/?q=place_id:ChIJbVLv6rS5qjsRGT5adSUKgEw,4.7,4661,,,,,,INR,,,Family,Bird Sanctuary,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Family,Kids",amusement_park,SRC-0063
PL-0064,ST-33,CT-0008,Tamil Nadu,Thanjavur,Royal Palace Museum,,Museum,Within the Thanjavur Palace complex,Within the Thanjavur Palace complex,10.79294,79.137631,"Rajakrisnapuram, Thanjavur, Tamil Nadu 613009",https://www.google.com/maps/place/?q=place_id:ChIJV5G9dZ64qjsR17fmV2e_Hn0,4.1,1938,,,,,,INR,,,Heritage,Museum,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography",museum,SRC-0064
PL-0065,ST-33,CT-0008,Tamil Nadu,Thanjavur,Manimandapam,,Monument,Built to commemorate the 1000th birth anniversary of Chola king Rajaraja I,Built to commemorate the 1000th birth anniversary of Chola king Rajaraja I,10.770178,79.131041,"New Bus Stand Rd, Thanjavur, Tamil Nadu 613007",https://www.google.com/maps/place/?q=place_id:ChIJt4i2Eb64qjsR8PG1AJEnfc0,4.2,5096,,,,,,INR,,,Family,Monument,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Family,Kids","park,fountain",SRC-0065
PL-0066,ST-33,CT-0008,Tamil Nadu,Thanjavur,Sangeetha Mahal,,Cultural Site,Maratha-era acoustic music hall within the palace complex; a lesser-visited part of the palace,Maratha-era acoustic music hall within the palace complex; a lesser-visited part of the palace,10.792177,79.135695,"Thanjavur, Tamil Nadu 613009",https://www.google.com/maps/place/?q=place_id:ChIJdW5iEGHHqjsRka_ctISUZ4I,4.3,786,,,,,,INR,,,Heritage,Cultural Site,,Unknown,Unknown,,,,,,,,,,,False,False,True,False,"History Lovers,Photography",cultural_center,SRC-0066
PL-0067,ST-33,CT-0008,Tamil Nadu,Thanjavur,Saraswathi Mahal Library,,Museum,"One of the oldest libraries in Asia; over 49,000 manuscripts","One of the oldest libraries in Asia; over 49,000 manuscripts",10.791745,79.136624,"E Main St, Thanjavur, Tamil Nadu 613009",https://www.google.com/maps/place/?q=place_id:ChIJ8cYhD2HHqjsRlC8jKeM8NFI,4.2,490,,,,,,INR,,,Heritage,Museum,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"History Lovers,Photography",library,SRC-0067
PL-0068,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,Trichy Birds Park,,Bird Sanctuary,,,10.841768,78.684634,"Kudamurutti Bridge, Tiruchirappalli, Tamil Nadu 620101",https://www.google.com/maps/place/?q=place_id:ChIJzROcGAD1qjsRYUWQIosKHKc,4.8,6687,,,,,,INR,,,Family,Bird Sanctuary,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Family,Kids","zoo,garden,park",SRC-0068
PL-0069,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,Tropical Butterfly Conservatory,,Nature Spot,,,10.877891,78.637204,"Srirangam Taluk, Tiruchirappalli, Tamil Nadu 620006",https://www.google.com/maps/place/?q=place_id:ChIJuSEGxxz2qjsRAwSAa78hwYA,4.3,5843,,,,,,INR,,,Nature,Nature Spot,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",park,SRC-0069
PL-0070,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,"Arulmigu Jambukeswarar Temple, Thiruvanaikaval",,Temple,"One of the Pancha Bhoota Sthalams, representing the water element","One of the Pancha Bhoota Sthalams, representing the water element",10.85387,78.706072,"N Car St, Thiruvanaikoil, Tiruchirappalli, Tamil Nadu 620005",https://www.google.com/maps/place/?q=place_id:ChIJiQPxVCz0qjsRSSFHdxQKkRQ,4.8,21487,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0070
PL-0071,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,Golden Rock,,Viewpoint,Rock-climbing viewpoint over the city; largely known to locals,Rock-climbing viewpoint over the city; largely known to locals,10.781485,78.713521,"Ponmalaipatti Rd, Tiruchirappalli, Tamil Nadu 620004",https://www.google.com/maps/place/?q=place_id:ChIJRZmY1dH0qjsRiN0t6zn1Dkc,4.5,140,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Nature Lovers,Photography","historical_landmark,historical_place",SRC-0071
PL-0072,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,"Artificial Waterfalls, Karumandapam",,Waterfall,Natural rock base with a check-dam elevation; seasonal flow,Natural rock base with a check-dam elevation; seasonal flow,10.802939,78.66224,"Royal Ave, Karumandapam, Tiruchirappalli, Tamil Nadu 620102",https://www.google.com/maps/place/?q=place_id:ChIJfcp7Zq71qjsRvvC5GdfrqgE,4.2,209,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Nature Lovers,Photography",,SRC-0072
PL-0073,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,"Sri Ranganathaswamy Temple, Srirangam",,Temple,Widely regarded as the largest functioning Hindu temple complex in the world,Widely regarded as the largest functioning Hindu temple complex in the world,10.862216,78.689937,"Srirangam, Tiruchirappalli, Tamil Nadu 620006",https://www.google.com/maps/place/?q=place_id:ChIJiYz963f2qjsRbEwLpgo1fcU,4.6,30539,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0073
PL-0074,ST-33,CT-0009,Tamil Nadu,Tiruchirappalli,Rockfort Temple (Thayumanavar & Uchi Pillayar),,Temple,Temple complex atop a rock formation dated to over 3 billion years; city panorama from the summit,Temple complex atop a rock formation dated to over 3 billion years; city panorama from the summit,10.82725,78.697239,"Chinna Kadai St, Tiruchirappalli, Tamil Nadu 620002",https://www.google.com/maps/place/?q=place_id:ChIJi7RXWj31qjsRH8AxCirTi9E,4.7,11949,,,,,,INR,,,Heritage,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography","hindu_temple,place_of_worship",SRC-0074
PL-0075,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Shore Temple,,Temple,UNESCO World Heritage Pallava-era shore temple,UNESCO World Heritage Pallava-era shore temple,12.616452,80.199332,"Beach Rd, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJb_2RS66sUzoRQRGblYqNEqo,4.6,13217,,,,,,INR,,,Heritage,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography","hindu_temple,place_of_worship",SRC-0075
PL-0076,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Five Rathas (Pancha Rathas),,Monument,Five monolithic 7th-century rock-cut temples,Five monolithic 7th-century rock-cut temples,12.608893,80.189613,"W Raja St, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJ11_H6KisUzoR-ZoZQgcGfc0,4.7,15323,,,,,,INR,,,Heritage,Monument,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography",,SRC-0076
PL-0077,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Krishna's Butter Ball,,Monument,Massive granite boulder balanced on a slope,Massive granite boulder balanced on a slope,12.61908,80.192455,"E Raja St, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJyT1Z-6usUzoR4jYb_9OFaKQ,4.5,27869,,,,,,INR,,,Nature,Monument,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Nature Lovers,Photography",historical_landmark,SRC-0077
PL-0078,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Mahabalipuram Beach,,Beach,,,12.621918,80.194336,"East Coast Rd, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJLVlV52CtUzoREl7lmmuLgtU,4.5,455,,,,,,INR,,,Beach,Beach,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Couples,Family,Photography",,SRC-0078
PL-0079,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Tiger Cave,,Archaeological Site,Rock-cut tiger-motif carvings; less crowded than main sites,Rock-cut tiger-motif carvings; less crowded than main sites,12.65591,80.208969,"Salavankuppam, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJ21y5MW1TUjoRJqymc3lKgf0,4.2,7143,,,,,,INR,,,Heritage,Archaeological Site,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography","historical_landmark,historical_place",SRC-0079
PL-0080,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,India Seashell Museum,,Museum,"40,000+ variety seashell collection","40,000+ variety seashell collection",12.609469,80.187556,"Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJRV9ofaesUzoRjpONeOocJ3A,4.4,11592,,,,,,INR,,,Nature,Museum,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",museum,SRC-0080
PL-0081,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Krishna Mandapam,,Monument,7th-century rock-cut bas-relief of Krishna lifting Govardhana Hill,7th-century rock-cut bas-relief of Krishna lifting Govardhana Hill,12.617391,80.19263,"W Raja St, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJWxPNSamsUzoRlRnmC8Oalm8,4.6,358,,,,,,INR,,,Heritage,Monument,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"History Lovers,Photography","historical_landmark,monument",SRC-0081
PL-0082,ST-33,CT-0010,Tamil Nadu,Mahabalipuram,Varaha Cave Temple,,Cave,7th-century rock-cut cave with Varaha avatar relief,7th-century rock-cut cave with Varaha avatar relief,12.618079,80.192306,"Madha Kovil St, Mahabalipuram, Tamil Nadu 603104",https://www.google.com/maps/place/?q=place_id:ChIJkSOVWqmsUzoRbXOXSndp0p8,4.7,497,,,,,,INR,,,Heritage,Cave,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"History Lovers,Photography","historical_landmark,historical_place",SRC-0082
PL-0083,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Sri Varadharaja Perumal Temple,,Temple,Divya Desam dating to 1053 CE,Divya Desam dating to 1053 CE,12.819335,79.724771,"West Mada Street, Kanchipuram, Tamil Nadu 631501",https://www.google.com/maps/place/?q=place_id:ChIJcZMDdpHCUjoRT6R400i7be4,4.6,49501,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0083
PL-0084,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Ekambaranathar Temple,,Temple,Pancha Bhoota Sthalam representing the earth element; 3500-year-old mango tree,Pancha Bhoota Sthalam representing the earth element; 3500-year-old mango tree,12.845854,79.700318,"Ekambaranathar koil, Kanchipuram, Tamil Nadu 631502",https://www.google.com/maps/place/?q=place_id:ChIJmU263U3CUjoRBaX11rQM2Qg,4.7,23606,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0084
PL-0085,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Sri Kanchi Kamakshi Amman Temple,,Temple,One of the 18 Shakti Peethas,One of the 18 Shakti Peethas,12.840536,79.703488,"Kamakshi Amman Sannathi St, Kanchipuram, Tamil Nadu 631502",https://www.google.com/maps/place/?q=place_id:ChIJsQOeA1HCUjoRU-1TqgShsA4,4.7,37185,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0085
PL-0086,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Kailasanathar Temple,,Temple,"Oldest surviving structural stone temple in Kanchipuram, built c.700 CE","Oldest surviving structural stone temple in Kanchipuram, built c.700 CE",12.842258,79.689713,"Kailasanathar Temple Rd, Kanchipuram, Tamil Nadu 631502",https://www.google.com/maps/place/?q=place_id:ChIJraK55K3DUjoRBYAkXV9tH1c,4.8,10371,,,,,,INR,,,Heritage,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography","hindu_temple,place_of_worship",SRC-0086
PL-0087,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Sri Ulagalanda Perumal Temple,,Temple,Houses four Divya Desams in a single complex,Houses four Divya Desams in a single complex,12.838988,79.70499,"Kamakshi Amman Sannathi St, Kanchipuram, Tamil Nadu 631502",https://www.google.com/maps/place/?q=place_id:ChIJBVNtt1DCUjoR_kagF9ZKnYU,4.7,4876,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0087
PL-0088,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Shri Chitragupta Swamy Temple,,Temple,One of very few temples in India dedicated to Chitragupta; 9th-century Chola origin,One of very few temples in India dedicated to Chitragupta; 9th-century Chola origin,12.83721,79.704712,"Hospital Rd, Kanchipuram, Tamil Nadu 631502",https://www.google.com/maps/place/?q=place_id:ChIJqUtWPlfCUjoRg7VXhwT3wuE,4.6,5260,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0088
PL-0089,ST-33,CT-0011,Tamil Nadu,Kanchipuram,Yathoktakari Perumal Temple,,Temple,"51st of the 108 Divya Desams; low-key, little-visited shrine","51st of the 108 Divya Desams; low-key, little-visited shrine",12.8241,79.712369,"Ennaikaran, Kanchipuram, Tamil Nadu 631501",https://www.google.com/maps/place/?q=place_id:ChIJ_2_3KPLCUjoRX4xG1WZv9f0,4.7,1400,,,,,,INR,,,Religious,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,True,False,"Spiritual Travelers,History Lovers","hindu_temple,place_of_worship",SRC-0089
PL-0090,ST-33,CT-0012,Tamil Nadu,Yercaud,Gents Seat Viewpoint,,Viewpoint,,,11.773569,78.199336,"near TV Station, Yercaud, Tamil Nadu 636601",https://www.google.com/maps/place/?q=place_id:ChIJNzxlgIH2qzsR45QT0a7ZsYE,4.1,1844,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography","scenic_spot,hiking_area",SRC-0090
PL-0091,ST-33,CT-0012,Tamil Nadu,Yercaud,Yercaud Central Viewpoint (22 Hairpin Bends),,Viewpoint,Viewpoint over the ghat road's 20+ hairpin bends,Viewpoint over the ghat road's 20+ hairpin bends,11.776093,78.190368,"Mundagapadi, Yercaud, Tamil Nadu 636602",https://www.google.com/maps/place/?q=place_id:ChIJkdXYLWP3qzsR5_IjSJOBx3g,4.4,893,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Nature Lovers,Photography",,SRC-0091
PL-0092,ST-33,CT-0012,Tamil Nadu,Yercaud,Kiliyur Falls,,Waterfall,Accessed via a long flight of steps,Accessed via a long flight of steps,11.796041,78.201156,"Killiyur Road, Yercaud, Tamil Nadu 636602",https://www.google.com/maps/place/?q=place_id:ChIJ_U9ubHb2qzsRJokSOoSB0yg,4.0,10067,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",,SRC-0092
PL-0093,ST-33,CT-0012,Tamil Nadu,Yercaud,Sky Park Adventure & Amusement Park,,Adventure Park,,,11.776812,78.222034,"Firs Estate, Pagoda Point Road, Yercaud, Tamil Nadu 636601",https://www.google.com/maps/place/?q=place_id:ChIJAcLbdub1qzsRweBbKIYlpnw,4.6,10020,,,,,,INR,,,Adventure,Adventure Park,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Adventure,Friends","adventure_sports_center,amusement_park",SRC-0093
PL-0094,ST-33,CT-0012,Tamil Nadu,Yercaud,Yercaud Lake & Boat House (Emerald Lake),,Lake,,,11.784194,78.208245,"Lake Road, Yercaud, Tamil Nadu 636602",https://www.google.com/maps/place/?q=place_id:ChIJaVm__dP1qzsRQ4XCStbfazk,4.1,23711,,,,,,INR,,,Nature,Lake,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Nature Lovers,Photography",,SRC-0094
PL-0095,ST-33,CT-0012,Tamil Nadu,Yercaud,Pagoda View Point,,Viewpoint,Most popular sunrise/sunset viewpoint in Yercaud,Most popular sunrise/sunset viewpoint in Yercaud,11.766293,78.238997,"Yercaud Talai cholai, Kakkambadi, Tamil Nadu 636601",https://www.google.com/maps/place/?q=place_id:ChIJIdByVVr0qzsRTtxxqryFDOc,4.2,12556,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",scenic_spot,SRC-0095
PL-0096,ST-33,CT-0012,Tamil Nadu,Yercaud,Peeku Park,,Zoo,Interactive bird and animal park,Interactive bird and animal park,11.771862,78.234281,"via Pagoda View Point, Pottukadu, Tamil Nadu 636601",https://www.google.com/maps/place/?q=place_id:ChIJCRLawBj1qzsRJfhmgiprC5s,4.8,30301,,,,,,INR,,,Family,Zoo,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Family,Kids","zoo,park",SRC-0096
PL-0097,ST-33,CT-0013,Tamil Nadu,Courtallam,Courtallam Main Falls,,Waterfall,Known as the 'Spa of South India'; seasonal (peak June-Sept),Known as the 'Spa of South India'; seasonal (peak June-Sept),8.929816,77.269031,"Courtallam, Tamil Nadu 627802",https://www.google.com/maps/place/?q=place_id:ChIJS4UuXhkrBDsRolNUEQ3qPoI,4.4,13264,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",,SRC-0097
PL-0098,ST-33,CT-0013,Tamil Nadu,Courtallam,Courtallam Five Falls,,Waterfall,Five-stream waterfall,Five-stream waterfall,8.93117,77.238055,"Tenkasi district, Tamil Nadu 627802",https://www.google.com/maps/place/?q=place_id:ChIJK_vW_PgqBDsRl61YBJHIHuY,4.4,40219,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Nature Lovers,Photography",,SRC-0098
PL-0099,ST-33,CT-0013,Tamil Nadu,Courtallam,Tiger Falls,,Waterfall,Quieter falls near the main falls; consistent flow,Quieter falls near the main falls; consistent flow,8.927065,77.278231,"Courtallam, Tamil Nadu 627802",https://www.google.com/maps/place/?q=place_id:ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,4.1,1392,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,True,False,True,False,"Nature Lovers,Photography",spa,SRC-0099
PL-0100,ST-33,CT-0013,Tamil Nadu,Courtallam,Chitraruvi Falls,,Waterfall,"Smaller falls, moderate crowd","Smaller falls, moderate crowd",8.931515,77.267919,"Courtallam, Tamil Nadu 627802",https://www.google.com/maps/place/?q=place_id:ChIJKxkbwjYqBDsRm9JusPV_SjQ,4.4,576,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Nature Lovers,Photography",,SRC-0100
PL-0101,ST-33,CT-0013,Tamil Nadu,Courtallam,Old Courtallam Falls,,Waterfall,Recently redeveloped by the forest department,Recently redeveloped by the forest department,8.899814,77.295665,"Pulichikulam, Tamil Nadu 627814",https://www.google.com/maps/place/?q=place_id:ChIJSbdL6FwpBDsRe3ls0A6mwDI,4.5,6390,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",massage_spa,SRC-0101
PL-0102,ST-33,CT-0014,Tamil Nadu,Hogenakkal,Hogenakkal Falls,,Waterfall,On the Kaveri River at the Tamil Nadu-Karnataka border; known for coracle boat rides,On the Kaveri River at the Tamil Nadu-Karnataka border; known for coracle boat rides,12.117854,77.778757,"Hogenakkal, Tamil Nadu 636810",https://www.google.com/maps/place/?q=place_id:ChIJie5dWRSjrjsRuPGlCdjA4t4,4.3,20901,,,,,,INR,,,Nature,Waterfall,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Nature Lovers,Photography",,SRC-0102
PL-0103,ST-33,CT-0014,Tamil Nadu,Hogenakkal,Hogenakkal View Point,,Viewpoint,,,12.116003,77.778321,"Pennagaram, Hogenakkal, Tamil Nadu 636810",https://www.google.com/maps/place/?q=place_id:ChIJNQNpJh2jrjsRkC3bGTATGdc,4.4,852,,,,,,INR,,,Nature,Viewpoint,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Nature Lovers,Photography",,SRC-0103
PL-0104,ST-33,CT-0014,Tamil Nadu,Hogenakkal,Hogenakkal Coracle Boating,,Water Sports,Traditional round coracle (parisal) rides through the falls,Traditional round coracle (parisal) rides through the falls,12.115716,77.779784,"Oottamalai, Hogenakkal, Tamil Nadu 636810",https://www.google.com/maps/place/?q=place_id:ChIJq71h7R2jrjsRLdatNzep-6o,4.4,400,,,,,,INR,,,Adventure,Water Sports,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Adventure,Friends",,SRC-0104
PL-0105,ST-33,CT-0015,Tamil Nadu,Chettinad,Chettinad Palace (Kanadukathan),,Palace,Chettiar mansion showcasing Chettinad architecture,Chettiar mansion showcasing Chettinad architecture,10.174551,78.779353,"Kanadukathan, Tamil Nadu 630103",https://www.google.com/maps/place/?q=place_id:ChIJ2WcUpTlkADsR_IzLYpS8SbQ,4.3,3108,,,,,,INR,,,Heritage,Palace,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography",,SRC-0105
PL-0106,ST-33,CT-0015,Tamil Nadu,Chettinad,Athangudi Palace (Periya Veedu),,Mansion,"Italian marble, Burma teak and Athangudi tile architecture","Italian marble, Burma teak and Athangudi tile architecture",10.153991,78.726485,"East Coast Rd, Aranmanaipatti, Tamil Nadu 630101",https://www.google.com/maps/place/?q=place_id:ChIJz0ouil9hADsRPptIpIhtaEo,4.4,2495,,,,,,INR,,,Heritage,Mansion,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography",,SRC-0106
PL-0107,ST-33,CT-0015,Tamil Nadu,Chettinad,"VVR Heritage House, Kanadukathan",,Mansion,"Smaller, lesser-visited heritage home open to visitors","Smaller, lesser-visited heritage home open to visitors",10.17591,78.77754,"Kanadukathan, Tamil Nadu 630103",https://www.google.com/maps/place/?q=place_id:ChIJcT-ylRxlADsRwOiNwfK-FzQ,4.0,85,,,,,,INR,,,Heritage,Mansion,,Unknown,Unknown,,,,,,,,,,,False,False,True,False,"History Lovers,Photography",,SRC-0107
